,1stServesIn,1stWon,2ndWon,win
1355,58,75,50,1
1356,56,65,53,1
1357,36,68,56,1
1358,66,93,62,1
1359,51,68,50,1
1360,49,88,57,1
1361,66,88,47,1
1362,54,80,56,1
1363,60,70,68,1
1364,61,73,33,1
1365,61,81,57,1
1366,61,79,77,1
1367,49,86,46,1
1368,54,78,73,1
1369,55,93,52,1
1370,48,94,90,1
1371,61,86,50,1
1372,40,92,68,1
1373,47,70,51,1
1374,57,69,51,1
1375,47,86,56,1
1376,61,70,69,1
1377,37,95,67,1
1378,58,82,48,1
1379,44,85,76,1
1380,50,80,60,1
1381,48,76,57,1
1382,49,78,52,1
1383,54,78,59,1
1384,52,81,50,1
1385,57,76,67,1
1386,43,61,47,1
1387,63,72,52,1
1388,61,82,45,1
1389,72,87,75,1
1390,48,76,68,1
1391,58,92,78,1
1392,51,84,51,1
1393,51,76,61,1
1394,45,86,46,1
1395,42,78,61,1
1396,58,69,53,1
1397,58,90,47,1
1398,71,76,50,1
1399,59,73,50,1
1400,74,75,44,1
1401,56,71,68,1
1402,59,74,54,1
1403,61,59,51,1
1404,65,79,66,1
1405,50,73,51,1
1406,63,76,64,1
1407,47,76,51,1
1408,49,77,60,1
1409,63,66,67,1
1410,54,87,57,1
1411,47,62,44,1
1412,54,86,68,1
1413,50,82,60,1
1414,57,77,66,1
1415,66,75,50,1
1416,64,71,58,1
1417,64,86,62,1
1418,60,78,68,1
1419,51,92,50,1
1420,55,70,52,1
1421,43,77,69,1
1422,47,84,60,1
1423,60,78,47,1
1424,59,88,65,1
1425,55,69,62,1
1426,55,100,54,1
1427,73,68,66,1
1428,63,68,67,1
1429,52,83,72,1
1430,54,85,69,1
1431,53,86,56,1
1432,59,76,48,1
1433,66,68,38,1
1434,59,88,54,1
1435,52,69,47,1
1436,61,76,61,1
1437,65,73,59,1
1438,58,76,44,1
1439,60,75,52,1
1440,67,79,50,1
1441,68,63,60,1
1442,55,92,50,1
1443,65,82,72,1
1444,72,70,62,1
1445,70,82,52,1
1446,56,81,56,1
1447,65,71,26,1
1448,46,77,63,1
1449,47,82,68,1
1450,54,82,51,1
1451,64,85,40,1
1452,58,83,68,1
1453,45,100,50,1
1454,56,92,76,1
1455,55,82,53,1
1456,55,79,40,1
1457,45,85,33,1
1458,73,72,45,1
1459,75,71,75,1
1460,69,84,45,1
1461,47,75,52,1
1462,61,76,68,1
1463,58,78,47,1
1464,56,83,45,1
1465,60,75,41,1
1466,63,65,51,1
1467,57,77,69,1
1468,49,75,37,1
1469,56,86,66,1
1470,67,73,53,1
1471,58,80,45,1
1472,55,80,80,1
1473,61,91,66,1
1474,56,71,76,1
1475,58,80,55,1
1476,54,80,57,1
1477,52,80,48,1
1478,52,84,45,1
1479,78,75,33,1
1480,64,86,45,1
1481,60,80,65,1
1482,60,77,40,1
1483,60,86,64,1
1484,69,80,56,1
1485,51,78,53,1
1486,72,70,48,1
1487,43,78,54,1
1488,66,65,58,1
1489,53,73,52,1
1490,73,75,31,1
1491,64,87,76,1
1492,62,67,57,1
1493,46,89,44,1
1494,49,87,67,1
1495,54,65,62,1
1496,55,80,61,1
1497,51,82,55,1
1498,66,77,65,1
1499,57,75,66,1
1500,49,67,50,1
1501,52,85,54,1
1502,66,89,78,1
1503,57,75,50,1
1504,58,78,48,1
1505,52,86,51,1
1506,56,77,58,1
1507,54,71,62,1
1508,50,77,50,1
1509,59,88,43,1
1510,41,88,64,1
1511,65,83,55,1
1512,48,84,50,1
1513,55,72,39,1
1514,66,78,56,1
1515,50,73,55,1
1516,70,65,80,1
1517,44,75,73,1
1518,48,73,52,1
1519,61,84,50,1
1520,50,73,69,1
1521,48,89,75,1
1522,56,73,45,1
1523,55,76,47,1
1524,42,74,61,1
1525,61,80,75,1
1526,61,74,48,1
1527,55,63,60,1
1528,62,84,57,1
1529,59,83,60,1
1530,65,65,54,1
1531,69,80,72,1
1532,62,87,56,1
1533,52,76,54,1
1534,56,78,77,1
1535,57,72,50,1
1536,61,82,46,1
1537,66,86,66,1
1538,54,71,56,1
1539,56,73,48,1
1540,50,100,60,1
1541,58,88,66,1
1542,55,80,37,1
1543,51,74,72,1
1544,53,65,60,1
1545,68,80,66,1
1546,57,77,61,1
1547,55,72,63,1
1548,58,76,57,1
1549,56,70,62,1
1550,56,85,68,1
1551,56,75,51,1
1552,50,85,62,1
1553,61,65,60,1
1554,85,60,63,1
1555,58,62,58,1
1556,57,83,51,1
1557,55,72,44,1
1558,67,65,76,1
1559,37,76,63,1
1560,65,65,64,1
1561,45,77,56,1
1562,54,62,74,1
1563,60,66,46,1
1564,67,77,53,1
1565,70,69,54,1
1566,61,80,68,1
1567,51,89,51,1
1568,52,74,56,1
1569,55,63,48,1
1570,61,83,56,1
1571,52,84,48,1
1572,58,72,50,1
1573,50,85,48,1
1574,58,79,58,1
1575,45,65,49,1
1576,61,82,45,1
1577,51,87,63,1
1578,60,68,46,1
1579,56,71,47,1
1580,74,74,71,1
1581,79,64,63,1
1582,52,78,58,1
1583,66,71,66,1
1584,64,77,50,1
1585,60,70,41,1
1586,52,77,37,1
1587,78,69,70,1
1588,79,81,71,1
1589,56,78,44,1
1590,48,80,51,1
1591,72,74,58,1
1592,57,80,68,1
1593,68,61,79,1
1594,61,72,61,1
1595,55,69,61,1
1596,58,80,55,1
1597,51,87,63,1
1598,80,75,57,1
1599,60,65,48,1
1600,61,67,61,1
1601,46,83,52,1
1602,67,73,35,1
1603,41,79,55,1
1604,57,68,57,1
1605,74,65,70,1
1606,69,63,70,1
1607,56,51,60,1
1608,57,76,60,1
1609,46,78,47,1
1610,57,66,63,1
1611,48,71,47,1
1612,55,68,56,1
1613,61,81,70,1
1614,59,72,59,1
1615,70,72,52,1
1616,60,79,76,1
1617,49,67,63,1
1618,66,70,62,1
1619,56,76,60,1
1620,61,80,62,1
1621,67,75,72,1
1622,70,82,63,1
1623,62,79,70,1
1624,73,81,50,1
1625,55,88,55,1
1626,80,67,60,1
1627,57,59,64,1
1628,48,72,48,1
1629,55,86,55,1
1630,69,76,76,1
1631,58,80,58,1
1632,43,83,48,1
1633,56,65,68,1
1634,40,87,75,1
1635,64,62,66,1
1636,76,71,68,1
1637,51,76,51,1
1638,53,83,33,1
1639,62,72,61,1
1640,60,71,54,1
1641,63,72,54,1
1642,47,78,46,1
1643,64,77,40,1
1644,47,71,69,1
1645,60,66,55,1
1646,56,88,78,1
1647,61,81,65,1
1648,44,90,64,1
1649,57,83,51,1
1650,54,78,67,1
1651,49,92,57,1
1652,61,71,60,1
1653,52,72,51,1
1654,53,77,53,1
1655,50,79,60,1
1656,52,85,50,1
1657,47,80,52,1
1658,63,75,68,1
1659,65,74,56,1
1660,48,72,57,1
1661,62,74,63,1
1662,53,68,60,1
1663,60,42,65,1
1664,54,79,60,1
1665,50,80,53,1
1666,45,68,53,1
1667,59,80,61,1
1668,50,75,50,1
1669,46,72,53,1
1670,73,76,81,1
1671,63,67,66,1
1672,46,78,51,1
1673,62,80,50,1
1674,58,86,75,1
1675,68,66,52,1
1676,52,68,45,1
1677,54,81,48,1
1678,48,80,59,1
1679,50,68,55,1
1680,75,75,83,1
1681,62,70,43,1
1682,52,66,63,1
1683,45,85,59,1
1684,72,66,60,1
1685,56,68,51,1
1686,42,94,69,1
1687,50,67,55,1
1688,50,74,56,1
1689,40,65,58,1
1690,67,72,47,1
1691,72,73,56,1
1692,51,78,58,1
1693,57,72,45,1
1694,61,72,60,1
1695,60,89,56,1
1696,49,76,62,1
1697,51,87,48,1
1698,57,69,45,1
1699,69,76,53,1
1700,66,78,62,1
1701,45,55,45,1
1702,58,72,52,1
1703,52,80,57,1
1704,58,80,52,1
1705,53,83,45,1
1706,57,80,52,1
1707,57,72,52,1
1708,50,72,64,1
1709,57,85,44,1
1710,53,60,66,1
1711,53,83,52,1
1712,52,74,47,1
1713,62,85,51,1
1714,61,86,44,1
1715,51,82,52,1
1716,48,70,76,1
1717,41,82,51,1
1718,64,82,37,1
1719,45,92,53,1
1720,63,57,45,1
1721,71,80,75,1
1722,59,71,50,1
1723,64,69,48,1
1724,56,69,47,1
1725,67,68,55,1
1726,47,74,41,1
1727,57,71,57,1
1728,56,68,52,1
1729,50,75,57,1
1730,48,73,43,1
1731,69,58,47,1
1732,64,51,54,1
1733,46,80,65,1
1734,64,74,63,1
1735,51,75,52,1
1736,64,72,43,1
1737,68,66,59,1
1738,61,82,52,1
1739,75,74,53,1
1740,69,66,68,1
1741,56,66,44,1
1742,75,69,75,1
1743,62,66,56,1
1744,59,73,44,1
1745,47,76,44,1
1746,63,64,44,1
1747,49,60,79,1
1748,51,81,45,1
1749,49,83,55,1
1750,40,71,56,1
1751,74,84,81,1
1752,54,92,48,1
1753,73,78,38,1
1754,42,81,50,1
1755,57,72,52,1
1756,68,77,38,1
1757,53,78,48,1
1758,62,90,60,1
1759,54,82,57,1
1760,64,69,55,1
1761,58,77,63,1
1762,75,81,71,1
1763,56,78,61,1
1764,62,70,73,1
1765,60,66,60,1
1766,71,68,60,1
1767,73,91,66,1
1768,67,82,50,1
1769,48,71,48,1
1770,51,71,45,1
1771,60,77,58,1
1772,54,70,65,1
1773,57,74,51,1
1774,61,81,58,1
1775,56,75,62,1
1776,56,80,40,1
1777,54,76,50,1
1778,57,77,50,1
1779,60,85,55,1
1780,72,79,61,1
1781,63,77,54,1
1782,50,69,47,1
1783,53,82,50,1
1784,42,87,47,1
1785,55,74,38,1
1786,48,70,68,1
1787,55,62,69,1
1788,56,71,68,1
1789,50,66,66,1
1790,52,89,48,1
1791,65,59,60,1
1792,61,79,53,1
1793,65,70,41,1
1794,50,71,68,1
1795,54,83,55,1
1796,48,63,63,1
1797,59,69,57,1
1798,76,79,46,1
1799,40,71,76,1
1800,45,88,48,1
1801,54,95,57,1
1802,57,70,73,1
1803,57,85,38,1
1804,52,69,41,1
1805,54,65,68,1
1806,58,83,56,1
1807,43,65,45,1
1808,46,88,66,1
1809,62,79,50,1
1810,67,85,46,1
1811,60,77,44,1
1812,49,80,62,1
1813,44,89,50,1
1814,67,80,58,1
1815,56,74,51,1
1816,55,64,53,1
1817,67,68,56,1
1818,52,78,39,1
1819,56,75,59,1
1820,68,70,57,1
1821,56,76,51,1
1822,62,70,46,1
1823,56,78,44,1
1824,67,65,45,1
1825,57,72,54,1
1826,67,79,38,1
1827,57,66,50,1
1828,41,90,78,1
1829,67,69,36,1
1830,64,57,76,1
1831,66,82,78,1
1832,69,73,70,1
1833,68,70,34,1
1834,71,75,56,1
1835,66,69,25,1
1836,75,72,68,1
1837,80,75,53,1
1838,58,80,57,1
1839,70,75,66,1
1840,42,85,57,1
1841,56,81,64,1
1842,78,65,81,1
1843,72,75,66,1
1844,73,69,78,1
1845,60,75,54,1
1846,59,86,60,1
1847,64,82,36,1
1848,64,73,68,1
1849,75,77,47,1
1850,72,77,76,1
1851,56,63,62,1
1852,71,73,44,1
1853,59,61,53,1
1854,62,66,46,1
1855,57,73,56,1
1856,48,87,64,1
1857,50,68,64,1
1858,56,80,65,1
1859,54,76,61,1
1860,58,79,70,1
1861,66,61,45,1
1862,61,73,51,1
1863,71,59,46,1
1864,66,71,47,1
1865,57,68,54,1
1866,52,57,64,1
1867,60,54,46,1
1868,51,71,60,1
1869,62,84,78,1
1870,66,67,60,1
1871,41,86,58,1
1872,63,72,58,1
1873,68,64,66,1
1874,55,75,65,1
1875,62,71,56,1
1876,67,65,40,1
1877,62,60,65,1
1878,51,65,72,1
1879,52,69,53,1
1880,56,57,54,1
1881,55,69,51,1
1882,72,61,46,1
1883,45,80,60,1
1884,62,80,38,1
1885,69,63,80,1
1886,60,64,51,1
1887,76,67,53,1
1888,57,68,48,1
1889,47,84,51,1
1890,58,67,63,1
1891,51,50,50,1
1892,53,63,45,1
1893,43,81,55,1
1894,48,76,28,1
1895,61,82,42,1
1896,43,86,43,1
1897,53,72,38,1
1898,64,87,58,1
1899,65,66,57,1
1900,63,79,44,1
1901,55,81,56,1
1902,60,70,40,1
1903,59,69,62,1
1904,52,70,48,1
1905,40,79,50,1
1906,59,78,63,1
1907,54,80,39,1
1908,59,78,61,1
1909,67,63,82,1
1910,55,84,50,1
1911,42,81,61,1
1912,59,79,60,1
1913,77,73,61,1
1914,52,70,56,1
1915,40,79,60,1
1916,65,83,52,1
1917,44,100,65,1
1918,58,71,75,1
1919,57,83,72,1
1920,51,83,64,1
1921,49,76,50,1
1922,72,63,59,1
1923,52,89,46,1
1924,48,88,43,1
1925,50,69,47,1
1926,57,79,60,1
1927,52,73,53,1
1928,58,72,54,1
1929,42,71,53,1
1930,48,66,56,1
1931,41,96,56,1
1932,57,76,64,1
1933,55,75,37,1
1934,58,78,58,1
1935,57,77,48,1
1936,59,65,68,1
1937,50,81,62,1
1938,45,81,50,1
1939,43,91,58,1
1940,51,86,71,1
1941,57,74,60,1
1942,46,66,61,1
1943,60,80,70,1
1944,47,79,56,1
1945,56,70,71,1
1946,41,72,52,1
1947,56,69,53,1
1948,57,66,63,1
1949,63,65,50,1
1950,72,58,56,1
1951,67,64,51,1
1952,52,67,61,1
1953,53,68,58,1
1954,52,78,56,1
1955,55,81,77,1
1956,64,75,60,1
1957,44,87,60,1
1958,59,73,30,1
1959,59,62,50,1
1960,48,84,43,1
1961,43,57,53,1
1962,44,78,49,1
1963,64,69,68,1
1964,60,81,55,1
1965,56,75,50,1
1966,65,64,66,1
1967,62,67,44,1
1968,56,65,48,1
1969,47,76,45,1
1970,54,77,54,1
1971,72,67,57,1
1972,61,65,47,1
1973,51,83,57,1
1974,51,84,55,1
1975,49,68,52,1
1976,48,87,37,1
1977,54,70,48,1
1978,48,87,52,1
1979,57,70,60,1
1980,41,80,55,1
1981,63,77,50,1
1982,49,62,54,1
1983,54,80,47,1
1984,58,82,52,1
1985,51,74,65,1
1986,41,82,62,1
1987,77,85,100,1
1988,44,80,66,1
1989,49,77,43,1
1990,67,96,76,1
1991,49,89,52,1
1992,51,76,57,1
1993,60,82,57,1
1994,65,80,57,1
1995,55,82,48,1
1996,70,66,58,1
1997,56,80,40,1
1998,59,65,50,1
1999,33,100,55,1
2000,50,90,77,1
2001,62,76,57,1
2002,64,57,59,1
2003,46,74,47,1
2004,55,78,43,1
2005,65,71,69,1
2006,69,80,38,1
2007,48,88,50,1
2008,64,85,68,1
2009,72,63,63,1
2010,58,81,69,1
2011,70,68,68,1
2012,53,91,53,1
2013,66,68,62,1
2014,48,89,60,1
2015,65,66,46,1
2016,58,83,53,1
2017,61,70,80,1
2018,64,66,50,1
2019,57,65,73,1
2020,56,81,67,1
2021,50,65,79,1
2022,51,75,53,1
2023,61,65,59,1
2024,63,72,71,1
2025,68,63,57,1
2026,51,89,53,1
2027,53,83,66,1
2028,58,75,53,1
2029,60,63,44,1
2030,67,83,57,1
2031,57,75,42,1
2032,82,64,43,1
2033,47,80,53,1
2034,63,69,62,1
2035,64,76,54,1
2036,57,83,40,1
2037,60,78,72,1
2038,56,83,56,1
2039,59,82,60,1
2040,70,92,50,1
2041,63,74,70,1
2042,65,78,31,1
2043,62,75,58,1
2044,47,95,73,1
2045,55,79,51,1
2046,63,91,51,1
2047,53,72,47,1
2048,48,75,43,1
2049,66,78,42,1
2050,61,72,50,1
2051,72,77,65,1
2052,60,81,65,1
2053,65,75,51,1
2054,65,85,53,1
2055,60,77,60,1
2056,62,92,68,1
2057,60,74,59,1
2058,62,89,56,1
2059,56,71,54,1
2060,48,90,66,1
2061,58,88,68,1
2062,40,76,56,1
2063,54,66,65,1
2064,57,89,55,1
2065,52,68,62,1
2066,48,93,65,1
2067,55,70,62,1
2068,74,82,58,1
2069,57,75,76,1
2070,51,83,64,1
2071,61,84,50,1
2072,48,65,52,1
2073,38,80,55,1
2074,47,81,70,1
2075,68,74,51,1
2076,49,68,47,1
2077,57,75,56,1
2078,80,84,62,1
2079,49,79,53,1
2080,58,69,69,1
2081,52,76,55,1
2082,71,74,50,1
2083,55,79,62,1
2084,74,72,64,1
2085,57,78,64,1
2086,53,92,45,1
2087,50,85,69,1
2088,70,78,57,1
2089,62,68,48,1
2090,68,70,70,1
2091,39,83,64,1
2092,60,70,51,1
2093,58,69,34,1
2094,65,86,60,1
2095,58,93,47,1
2096,68,69,41,1
2097,68,71,46,1
2098,56,89,62,1
2099,65,77,54,1
2100,55,80,47,1
2101,67,73,59,1
2102,60,71,52,1
2103,58,70,50,1
2104,56,66,56,1
2105,50,66,52,1
2106,52,74,49,1
2107,50,70,57,1
2108,52,67,43,1
2109,45,78,61,1
2110,64,63,53,1
2111,66,70,51,1
2112,59,73,44,1
2113,54,75,82,1
2114,69,69,37,1
2115,63,59,60,1
2116,60,85,45,1
2117,63,65,69,1
2118,55,69,56,1
2119,67,57,48,1
2120,63,66,64,1
2121,62,65,44,1
2122,65,70,57,1
2123,48,80,65,1
2124,53,83,51,1
2125,62,74,53,1
2126,57,68,58,1
2127,65,67,53,1
2128,34,78,52,1
2129,72,66,45,1
2130,60,68,57,1
2131,62,81,50,1
2132,47,85,48,1
2133,54,65,75,1
2134,72,57,51,1
2135,42,70,53,1
2136,54,78,55,1
2137,54,75,60,1
2138,53,63,58,1
2139,53,68,41,1
2140,58,70,51,1
2141,57,70,48,1
2142,75,71,59,1
2143,72,78,48,1
2144,73,67,61,1
2145,67,67,48,1
2146,65,67,59,1
2147,47,66,52,1
2148,58,78,46,1
2149,54,97,45,1
2150,59,73,56,1
2151,62,63,46,1
2152,50,64,57,1
2153,67,71,56,1
2154,53,83,51,1
2155,53,76,54,1
2156,51,73,71,1
2157,58,70,67,1
2158,70,63,60,1
2159,61,94,46,1
2160,68,60,55,1
2161,43,84,56,1
2162,55,72,65,1
2163,75,66,58,1
2164,56,81,56,1
2165,52,68,48,1
2166,57,64,47,1
2167,62,76,37,1
2168,49,86,56,1
2169,53,75,45,1
2170,48,86,47,1
2171,63,60,55,1
2172,76,78,68,1
2173,52,89,50,1
2174,67,57,50,1
2175,54,81,58,1
2176,45,74,54,1
2177,50,65,57,1
2178,49,70,43,1
2179,67,71,59,1
2180,50,82,65,1
2181,52,81,46,1
2182,55,64,55,1
2183,50,80,57,1
2184,59,69,54,1
2185,50,86,53,1
2186,54,66,45,1
2187,68,60,51,1
2188,56,75,51,1
2189,64,70,56,1
2190,66,73,34,1
2191,65,88,45,1
2192,49,80,46,1
2193,59,63,34,1
2194,77,71,57,1
2195,58,63,57,1
2196,50,79,54,1
2197,47,73,50,1
2198,56,65,58,1
2199,56,80,67,1
2200,72,65,65,1
2201,65,74,52,1
2202,60,72,60,1
2203,60,76,64,1
2204,54,85,63,1
2205,55,83,40,1
2206,68,73,48,1
2207,77,63,57,1
2208,54,77,43,1
2209,56,74,51,1
2210,46,76,67,1
2211,50,64,76,1
2212,51,81,56,1
2213,65,72,46,1
2214,64,65,62,1
2215,64,78,59,1
2216,56,66,60,1
2217,50,69,55,1
2218,61,69,45,1
2219,48,86,50,1
2220,64,70,69,1
2221,54,69,47,1
2222,62,74,64,1
2223,49,73,52,1
2224,52,80,50,1
2225,48,85,63,1
2226,50,67,55,1
2227,49,73,41,1
2228,65,89,60,1
2229,52,91,56,1
2230,61,75,60,1
2231,61,79,54,1
2232,81,77,64,1
2233,52,78,54,1
2234,70,72,59,1
2235,67,62,54,1
2236,56,89,58,1
2237,66,82,66,1
2238,68,69,60,1
2239,64,74,61,1
2240,68,62,50,1
2241,74,74,48,1
2242,58,76,57,1
2243,50,85,53,1
2244,65,75,47,1
2245,60,78,53,1
2246,58,79,63,1
2247,74,75,58,1
2248,58,84,68,1
2249,72,69,55,1
2250,60,90,56,1
2251,49,75,55,1
2252,65,85,57,1
2253,56,79,62,1
2254,74,80,52,1
2255,64,75,52,1
2256,58,80,38,1
2257,71,80,58,1
2258,64,81,48,1
2259,50,94,50,1
2260,59,75,46,1
2261,52,85,61,1
2262,64,68,65,1
2263,50,93,56,1
2264,65,75,53,1
2265,51,69,50,1
2266,64,74,55,1
2267,68,80,56,1
2268,53,81,42,1
2269,60,78,47,1
2270,65,82,63,1
2271,60,80,53,1
2272,58,77,36,1
2273,61,75,71,1
2274,65,78,51,1
2275,62,90,48,1
2276,54,82,58,1
2277,54,83,51,1
2278,52,83,66,1
2279,58,76,48,1
2280,71,83,50,1
2281,60,70,52,1
2282,60,63,53,1
2283,74,82,53,1
2284,55,78,55,1
2285,67,79,66,1
2286,53,77,53,1
2287,56,76,66,1
2288,69,75,67,1
2289,57,75,66,1
2290,65,91,60,1
2291,59,68,76,1
2292,65,72,52,1
2293,60,78,40,1
2294,56,90,47,1
2295,71,68,63,1
2296,58,87,46,1
2297,68,71,52,1
2298,68,61,58,1
2299,66,84,48,1
2300,71,65,51,1
2301,49,81,61,1
2302,60,75,48,1
2303,55,77,60,1
2304,63,80,59,1
2305,70,82,50,1
2306,67,76,61,1
2307,55,79,43,1
2308,53,75,51,1
2309,70,75,63,1
2310,61,63,60,1
2311,66,80,46,1
2312,51,85,76,1
2313,64,91,52,1
2314,60,70,50,1
2315,62,86,62,1
2316,58,81,43,1
2317,59,68,48,1
2318,51,78,51,1
2319,60,86,57,1
2320,58,80,62,1
2321,49,79,50,1
2322,58,78,46,1
2323,57,64,54,1
2324,69,73,59,1
2325,74,74,59,1
2326,55,80,45,1
2327,57,85,52,1
2328,46,73,48,1
2329,57,92,53,1
2330,58,78,49,1
2331,44,85,64,1
2332,54,78,48,1
2333,66,83,56,1
2334,64,81,40,1
2335,72,83,52,1
2336,63,82,68,1
2337,57,88,63,1
2338,52,95,55,1
2339,60,81,50,1
2340,58,89,55,1
2341,51,87,56,1
2342,66,68,59,1
2343,80,78,61,1
2344,63,81,65,1
2345,62,79,42,1
2346,58,82,57,1
2347,58,75,68,1
2348,70,79,51,1
2349,59,72,45,1
2350,69,76,72,1
2351,69,78,47,1
2352,57,93,71,1
2353,61,68,59,1
2354,63,88,56,1
2355,62,74,53,1
2356,63,75,47,1
2357,59,70,46,1
2358,51,79,41,1
2359,53,76,54,1
2360,50,72,70,1
2361,55,88,62,1
2362,66,81,43,1
2363,44,80,43,1
2364,46,87,51,1
2365,66,74,51,1
2366,56,70,68,1
2367,56,74,63,1
2368,67,88,56,1
2369,57,90,58,1
2370,49,80,63,1
2371,66,87,61,1
2372,51,84,48,1
2373,61,79,66,1
2374,60,67,48,1
2375,58,81,59,1
2376,63,88,46,1
2377,51,69,49,1
2378,52,80,54,1
2379,55,76,68,1
2380,60,72,43,1
2381,57,86,56,1
2382,56,67,49,1
2383,57,83,54,1
2384,67,69,50,1
2385,64,82,75,1
2386,58,79,44,1
2387,43,91,50,1
2388,36,92,63,1
2389,66,70,60,1
2390,69,75,57,1
2391,63,84,63,1
2392,56,72,58,1
2393,62,64,57,1
2394,51,65,56,1
2395,57,71,52,1
2396,69,67,44,1
2397,53,81,54,1
2398,65,80,48,1
2399,53,75,66,1
2400,56,83,64,1
2401,53,82,64,1
2402,62,73,61,1
2403,51,73,71,1
2404,60,81,40,1
2405,60,76,55,1
2406,44,76,58,1
2407,59,72,51,1
2408,50,75,57,1
2409,68,83,63,1
2410,62,82,53,1
2411,46,84,50,1
2412,50,79,51,1
2413,44,76,65,1
2414,44,71,61,1
2415,55,80,51,1
2416,55,82,48,1
2417,65,84,56,1
2418,52,88,59,1
2419,51,80,46,1
2420,55,80,53,1
2421,60,82,56,1
2422,58,69,53,1
2423,59,77,54,1
2424,59,73,46,1
2425,58,84,53,1
2426,52,76,60,1
2427,52,86,66,1
2428,49,85,47,1
2429,54,76,46,1
2430,58,83,61,1
2431,51,70,64,1
2432,54,77,55,1
2433,61,74,61,1
2434,57,69,45,1
2435,50,73,66,1
2436,45,68,59,1
2437,62,87,54,1
2438,45,77,53,1
2439,63,82,54,1
2440,55,86,58,1
2441,66,93,60,1
2442,60,78,45,1
2443,50,87,68,1
2444,49,69,55,1
2445,58,97,50,1
2446,51,78,47,1
2447,53,76,55,1
2448,55,86,66,1
2449,58,74,40,1
2450,58,75,59,1
2451,52,73,57,1
2452,63,89,63,1
2453,48,74,68,1
2454,57,84,48,1
2455,65,88,62,1
2456,55,71,52,1
2457,59,78,59,1
2458,54,71,52,1
2459,52,78,48,1
2460,53,67,51,1
2461,62,86,70,1
2462,74,71,58,1
2463,58,72,58,1
2464,67,80,54,1
2465,49,80,55,1
2466,55,81,65,1
2467,66,74,55,1
2468,63,81,60,1
2469,58,91,62,1
2470,54,84,63,1
2471,53,84,58,1
2472,53,75,47,1
2473,66,72,49,1
2474,54,82,75,1
2475,52,80,55,1
2476,68,82,43,1
2477,58,83,51,1
2478,70,75,48,1
2479,59,82,54,1
2480,53,79,49,1
2481,48,85,61,1
2482,51,93,67,1
2483,51,82,51,1
2484,46,80,52,1
2485,54,69,49,1
2486,48,74,42,1
2487,66,90,43,1
2488,60,82,60,1
2489,69,81,52,1
2490,55,81,69,1
2491,62,84,50,1
2492,51,86,72,1
2493,49,84,76,1
2494,63,69,48,1
2495,71,75,53,1
2496,56,61,45,1
2497,51,66,43,1
2498,60,88,41,1
2499,47,100,78,1
2500,58,76,54,1
2501,59,70,53,1
2502,62,84,50,1
2503,61,83,63,1
2504,66,84,56,1
2505,44,78,65,1
2506,58,69,56,1
2507,66,89,64,1
2508,53,70,48,1
2509,52,69,53,1
2510,60,87,55,1
2511,58,77,50,1
2512,51,63,61,1
2513,72,62,44,1
2514,56,67,57,1
2515,65,80,68,1
2516,72,70,40,1
2517,59,75,64,1
2518,60,75,73,1
2519,55,72,65,1
2520,71,81,66,1
2521,76,75,54,1
2522,53,72,58,1
2523,46,66,66,1
2524,89,65,44,1
2525,49,76,70,1
2526,67,70,56,1
2527,55,88,50,1
2528,56,90,68,1
2529,42,74,59,1
2530,57,79,50,1
2531,49,67,54,1
2532,51,82,59,1
2533,61,70,64,1
2534,60,62,51,1
2535,64,65,68,1
2536,58,64,50,1
2537,63,75,57,1
2538,59,77,63,1
2539,78,73,63,1
2540,68,84,53,1
2541,52,76,59,1
2542,55,78,52,1
2543,65,89,50,1
2544,65,80,80,1
2545,66,74,57,1
2546,46,80,55,1
2547,68,75,53,1
2548,52,71,57,1
2549,63,76,43,1
2550,61,75,59,1
2551,52,70,46,1
2552,53,90,63,1
2553,48,83,60,1
2554,55,73,68,1
2555,60,80,57,1
2556,63,72,56,1
2557,51,79,57,1
2558,64,66,41,1
2559,60,77,45,1
2560,64,92,67,1
2561,56,73,57,1
2562,45,85,58,1
2563,51,75,55,1
2564,42,83,52,1
2565,59,74,61,1
2566,72,72,57,1
2567,44,67,52,1
2568,62,81,54,1
2569,71,64,41,1
2570,58,87,65,1
2571,47,68,57,1
2572,55,69,53,1
2573,67,85,58,1
2574,62,84,56,1
2575,63,74,46,1
2576,52,74,50,1
2577,54,79,50,1
2578,63,82,47,1
2579,56,77,68,1
2580,54,70,51,1
2581,53,73,51,1
2582,44,77,54,1
2583,60,72,53,1
2584,47,78,52,1
2585,67,74,53,1
2586,52,73,58,1
2587,48,79,55,1
2588,64,87,50,1
2589,43,79,61,1
2590,65,75,63,1
2591,43,76,53,1
2592,53,76,53,1
2593,52,70,58,1
2594,63,78,52,1
2595,54,76,60,1
2596,56,81,71,1
2597,51,73,59,1
2598,59,66,55,1
2599,49,89,50,1
2600,60,69,43,1
2601,59,72,56,1
2602,61,75,72,1
2603,69,80,51,1
2604,60,68,50,1
2605,72,87,50,1
2606,47,76,57,1
2607,53,77,61,1
2608,65,80,53,1
2609,48,81,39,1
2610,51,70,64,1
2611,56,81,51,1
2612,46,75,58,1
2613,66,77,65,1
2614,61,85,42,1
2615,54,76,51,1
2616,70,74,56,1
2617,54,75,62,1
2618,50,73,55,1
2619,77,66,65,1
2620,64,88,80,1
2621,66,81,69,1
2622,67,87,94,1
2623,56,77,57,1
2624,59,81,50,1
