,winner_ht,loser_ht,w_#ServePoints,w_%1stServesIn,w_%1stWon,w_%2ndWon,w_#bpFaced,l_#ServePoints,l_%1stServesIn,l_%1stWon,l_%2ndWon,l_#bpFaced
119677,188.0,185.0,60.0,83,80,40,1.0,65.0,61,57,36,8.0
119678,183.0,183.0,49.0,79,71,70,4.0,74.0,67,57,41,14.0
119679,188.0,183.0,44.0,45,100,41,1.0,37.0,51,42,33,6.0
119680,188.0,183.0,103.0,52,74,61,10.0,134.0,62,55,62,16.0
119681,185.0,188.0,59.0,64,71,52,4.0,65.0,67,59,33,14.0
119682,180.0,180.0,54.0,57,74,56,2.0,42.0,40,58,52,8.0
119683,183.0,180.0,25.0,52,61,66,1.0,21.0,61,30,50,4.0
119684,168.0,190.0,83.0,61,68,43,6.0,80.0,61,71,35,12.0
119685,170.0,173.0,66.0,66,79,45,4.0,65.0,49,78,45,11.0
119686,190.0,188.0,60.0,85,66,88,2.0,60.0,70,69,50,4.0
119687,175.0,188.0,60.0,61,72,56,5.0,51.0,60,58,40,7.0
119688,188.0,183.0,82.0,57,76,51,5.0,106.0,67,55,44,17.0
119689,188.0,188.0,92.0,56,75,42,11.0,78.0,47,67,51,7.0
119690,180.0,185.0,72.0,63,76,46,6.0,77.0,67,59,36,10.0
119691,168.0,183.0,84.0,69,60,61,7.0,118.0,62,59,29,21.0
119692,170.0,190.0,71.0,69,73,68,2.0,100.0,75,66,40,11.0
119693,188.0,175.0,44.0,54,87,60,1.0,87.0,70,55,46,14.0
119694,188.0,180.0,124.0,51,64,46,13.0,114.0,53,68,35,14.0
119695,168.0,170.0,70.0,61,65,40,10.0,86.0,61,50,39,14.0
119696,188.0,188.0,77.0,49,78,48,8.0,60.0,66,62,55,6.0
119697,168.0,188.0,73.0,75,69,38,8.0,82.0,60,62,31,14.0
119698,180.0,180.0,38.0,73,92,60,0.0,57.0,42,66,36,5.0
119699,201.0,180.0,89.0,74,74,39,6.0,85.0,68,67,40,9.0
119700,185.0,190.0,79.0,63,80,51,5.0,87.0,51,66,50,6.0
119701,190.0,180.0,49.0,46,86,69,1.0,55.0,58,62,56,7.0
119702,175.0,180.0,87.0,56,73,50,6.0,78.0,62,67,48,7.0
119703,185.0,178.0,122.0,45,81,50,10.0,108.0,53,70,57,3.0
119704,175.0,185.0,55.0,52,79,53,2.0,59.0,57,67,44,9.0
119705,185.0,175.0,80.0,62,70,66,5.0,81.0,58,61,55,8.0
119706,190.0,183.0,124.0,55,84,50,1.0,128.0,60,73,57,11.0
119707,175.0,193.0,59.0,66,79,55,0.0,49.0,65,68,64,4.0
119708,201.0,175.0,67.0,67,82,59,2.0,63.0,63,75,52,2.0
119709,190.0,193.0,84.0,52,81,67,3.0,107.0,60,72,38,16.0
119710,196.0,188.0,13.0,76,90,100,0.0,11.0,36,100,71,0.0
119711,180.0,185.0,121.0,63,74,45,11.0,85.0,67,85,39,6.0
119712,185.0,183.0,62.0,53,90,65,0.0,76.0,63,70,46,6.0
119713,185.0,183.0,57.0,68,79,55,2.0,74.0,56,57,56,14.0
119714,180.0,201.0,52.0,59,77,71,4.0,45.0,51,73,36,4.0
119715,185.0,190.0,58.0,63,75,80,1.0,86.0,60,71,50,5.0
119716,175.0,185.0,100.0,65,78,60,5.0,106.0,48,80,49,7.0
119717,185.0,175.0,67.0,68,71,57,2.0,72.0,59,65,44,8.0
119718,190.0,175.0,55.0,63,94,55,0.0,57.0,43,68,62,7.0
119719,190.0,201.0,133.0,47,79,57,7.0,125.0,54,79,54,7.0
119720,196.0,180.0,52.0,71,81,46,2.0,38.0,47,55,35,6.0
119721,185.0,185.0,80.0,52,76,60,4.0,79.0,63,70,48,8.0
119722,180.0,185.0,57.0,52,76,62,2.0,60.0,66,60,50,9.0
119723,175.0,185.0,70.0,60,69,57,5.0,71.0,73,59,57,8.0
119724,190.0,190.0,128.0,51,84,53,9.0,106.0,49,80,68,3.0
119725,196.0,185.0,81.0,64,90,51,3.0,90.0,57,80,55,4.0
119726,180.0,175.0,67.0,58,89,50,0.0,87.0,70,65,50,7.0
119727,190.0,196.0,90.0,56,68,61,5.0,61.0,72,77,64,2.0
119728,180.0,190.0,43.0,58,92,72,0.0,69.0,56,61,46,13.0
119729,183.0,180.0,56.0,51,89,70,0.0,75.0,46,85,47,8.0
119730,185.0,188.0,53.0,67,72,70,1.0,67.0,55,67,36,6.0
119731,183.0,185.0,55.0,61,82,61,2.0,61.0,50,74,46,2.0
119732,188.0,175.0,90.0,64,70,65,3.0,87.0,49,81,47,5.0
119733,180.0,190.0,54.0,42,73,67,2.0,57.0,57,54,37,9.0
119734,180.0,193.0,41.0,53,86,52,1.0,47.0,74,42,33,8.0
119735,193.0,185.0,52.0,57,90,54,3.0,52.0,51,77,24,10.0
119736,196.0,183.0,57.0,43,88,71,1.0,52.0,42,72,60,4.0
119737,188.0,188.0,79.0,60,66,51,4.0,78.0,55,58,51,7.0
119738,175.0,185.0,69.0,59,87,50,3.0,80.0,60,79,31,4.0
119739,173.0,190.0,88.0,50,75,59,5.0,95.0,61,81,27,12.0
119740,185.0,180.0,54.0,59,93,45,3.0,81.0,60,67,31,13.0
119741,183.0,185.0,63.0,60,76,56,5.0,56.0,50,75,35,5.0
119742,183.0,175.0,90.0,51,80,52,8.0,85.0,60,66,61,8.0
119743,188.0,175.0,51.0,52,81,58,4.0,56.0,51,62,37,9.0
119744,190.0,190.0,90.0,50,91,57,4.0,95.0,58,82,51,4.0
119745,185.0,183.0,63.0,69,79,68,0.0,65.0,61,72,64,1.0
119746,183.0,188.0,90.0,60,79,55,3.0,98.0,67,78,40,4.0
119747,180.0,180.0,69.0,49,67,51,7.0,54.0,48,73,32,8.0
119748,193.0,196.0,97.0,61,75,64,7.0,95.0,63,85,51,3.0
119749,175.0,188.0,95.0,55,69,47,11.0,73.0,50,83,30,6.0
119750,185.0,173.0,52.0,55,89,69,1.0,65.0,58,55,62,5.0
119751,183.0,183.0,70.0,48,76,41,6.0,82.0,78,59,27,12.0
119752,190.0,188.0,53.0,50,85,57,5.0,64.0,51,66,38,9.0
119753,185.0,183.0,54.0,74,75,78,1.0,68.0,52,72,56,5.0
119754,180.0,193.0,75.0,45,82,53,7.0,63.0,58,67,50,5.0
119755,185.0,175.0,58.0,60,77,56,5.0,61.0,47,68,46,6.0
119756,190.0,183.0,85.0,55,78,60,8.0,65.0,72,76,44,4.0
119757,185.0,180.0,116.0,63,66,54,16.0,107.0,51,67,59,10.0
119758,190.0,185.0,49.0,65,78,47,3.0,47.0,55,65,19,10.0
119759,190.0,185.0,151.0,52,68,59,14.0,137.0,56,75,51,10.0
119760,183.0,175.0,59.0,62,81,45,5.0,65.0,52,58,48,12.0
119761,178.0,193.0,67.0,59,80,74,0.0,74.0,67,72,50,7.0
119762,183.0,170.0,101.0,58,74,45,15.0,90.0,53,66,47,9.0
119763,188.0,178.0,44.0,59,73,66,2.0,54.0,64,45,47,9.0
119764,183.0,188.0,78.0,61,68,50,6.0,93.0,53,66,34,16.0
119766,168.0,188.0,74.0,63,76,55,8.0,87.0,58,62,50,15.0
119767,175.0,180.0,91.0,61,76,48,9.0,73.0,57,69,61,7.0
119768,183.0,180.0,87.0,60,84,52,4.0,116.0,53,70,59,11.0
119769,,183.0,135.0,52,60,54,22.0,99.0,51,72,50,8.0
119770,185.0,190.0,59.0,62,70,63,4.0,71.0,56,72,48,6.0
119771,183.0,173.0,63.0,49,77,56,4.0,59.0,66,64,50,3.0
119772,173.0,185.0,53.0,58,74,63,4.0,55.0,54,66,40,8.0
119773,188.0,188.0,66.0,66,72,63,6.0,56.0,51,75,48,7.0
119774,193.0,185.0,95.0,60,70,50,11.0,97.0,53,71,33,11.0
119775,185.0,183.0,95.0,54,76,37,6.0,83.0,61,64,46,5.0
119776,175.0,183.0,85.0,56,68,29,10.0,86.0,82,54,33,14.0
119777,190.0,,52.0,50,92,65,0.0,63.0,55,71,46,6.0
119778,183.0,178.0,93.0,56,64,47,13.0,105.0,51,50,41,26.0
119779,175.0,,47.0,55,80,76,0.0,65.0,63,58,45,7.0
119780,183.0,180.0,56.0,50,60,57,5.0,48.0,60,51,21,11.0
119781,185.0,185.0,68.0,63,72,60,5.0,75.0,44,63,35,11.0
119783,170.0,188.0,74.0,44,57,75,3.0,53.0,69,70,68,4.0
119784,190.0,183.0,54.0,64,74,78,1.0,55.0,50,71,48,6.0
119785,183.0,178.0,46.0,60,78,66,2.0,44.0,63,53,31,5.0
119786,188.0,183.0,94.0,56,71,51,10.0,77.0,67,59,56,5.0
119787,183.0,180.0,81.0,61,90,51,5.0,83.0,60,84,42,6.0
119788,188.0,168.0,86.0,55,79,47,7.0,96.0,57,63,56,9.0
119789,183.0,175.0,69.0,52,63,54,5.0,91.0,61,62,28,16.0
119790,,185.0,50.0,62,70,63,1.0,62.0,64,57,36,11.0
119791,175.0,183.0,43.0,55,83,42,2.0,59.0,69,53,22,9.0
119792,173.0,175.0,92.0,53,85,37,6.0,66.0,65,67,47,6.0
119793,193.0,188.0,59.0,67,77,47,4.0,56.0,57,68,41,6.0
119794,175.0,185.0,100.0,60,61,55,13.0,100.0,56,63,39,15.0
119795,196.0,190.0,61.0,59,77,60,4.0,63.0,50,71,41,6.0
119796,175.0,183.0,109.0,65,76,50,13.0,104.0,72,69,62,8.0
119797,175.0,183.0,63.0,58,81,42,2.0,68.0,52,66,46,10.0
119798,185.0,180.0,53.0,66,80,61,1.0,51.0,62,53,73,5.0
119799,170.0,188.0,58.0,41,79,61,1.0,66.0,53,77,32,9.0
119800,190.0,183.0,103.0,45,70,51,11.0,85.0,55,68,47,6.0
119801,183.0,188.0,66.0,65,67,52,5.0,69.0,52,61,48,8.0
119803,175.0,,39.0,58,91,75,1.0,60.0,53,62,39,8.0
119804,193.0,173.0,39.0,64,84,78,0.0,53.0,60,56,42,8.0
119805,196.0,175.0,69.0,65,88,54,2.0,76.0,53,80,51,5.0
119806,175.0,175.0,61.0,60,67,70,3.0,44.0,50,68,54,3.0
119807,170.0,185.0,88.0,55,61,64,5.0,78.0,58,65,46,9.0
119808,183.0,190.0,69.0,59,85,46,5.0,97.0,56,65,35,10.0
119809,188.0,175.0,44.0,63,82,62,2.0,71.0,63,55,38,10.0
119810,193.0,196.0,48.0,62,86,44,2.0,54.0,61,69,28,7.0
119811,175.0,170.0,83.0,72,70,34,3.0,87.0,56,65,34,9.0
119812,188.0,183.0,73.0,64,72,61,2.0,67.0,58,66,46,8.0
119813,193.0,175.0,124.0,60,74,44,12.0,96.0,60,72,57,3.0
119814,193.0,188.0,75.0,57,65,59,8.0,76.0,53,58,54,12.0
119816,180.0,183.0,67.0,62,71,56,6.0,65.0,52,76,32,11.0
119817,183.0,,36.0,61,81,85,2.0,40.0,55,50,27,9.0
119818,185.0,188.0,61.0,63,84,50,5.0,66.0,62,60,64,11.0
119820,188.0,180.0,75.0,56,66,57,7.0,77.0,51,67,48,7.0
119821,188.0,180.0,74.0,43,81,52,4.0,88.0,64,68,41,7.0
119822,175.0,185.0,41.0,60,88,68,1.0,42.0,52,77,25,5.0
119823,188.0,180.0,59.0,64,76,66,4.0,63.0,57,66,55,5.0
119824,180.0,175.0,49.0,59,75,55,2.0,51.0,62,53,42,9.0
119825,185.0,180.0,50.0,64,78,55,3.0,46.0,60,53,61,6.0
119826,183.0,183.0,55.0,63,77,50,6.0,61.0,65,62,38,8.0
119827,175.0,180.0,41.0,58,87,52,1.0,41.0,65,33,50,8.0
119828,193.0,183.0,67.0,61,63,53,4.0,68.0,48,72,40,6.0
119829,183.0,175.0,48.0,54,80,72,1.0,54.0,66,52,55,8.0
119830,185.0,185.0,86.0,59,70,48,10.0,72.0,55,70,43,7.0
119831,190.0,180.0,52.0,48,80,77,2.0,86.0,60,59,47,5.0
119832,185.0,183.0,107.0,64,71,50,11.0,92.0,60,60,58,5.0
119833,196.0,188.0,87.0,66,77,68,4.0,101.0,55,78,51,4.0
119834,188.0,175.0,97.0,57,62,53,8.0,105.0,49,75,45,9.0
119835,188.0,180.0,66.0,59,69,70,4.0,70.0,51,75,38,8.0
119836,183.0,185.0,47.0,53,80,45,3.0,56.0,60,55,31,7.0
119837,175.0,193.0,46.0,63,82,64,6.0,41.0,63,53,33,4.0
119838,185.0,183.0,54.0,64,80,47,4.0,55.0,43,58,48,8.0
119839,185.0,190.0,81.0,62,76,56,4.0,68.0,57,76,51,3.0
119840,196.0,188.0,54.0,68,91,35,2.0,52.0,48,68,44,10.0
119841,183.0,188.0,60.0,48,86,45,4.0,53.0,60,59,42,10.0
119842,185.0,175.0,101.0,57,68,34,16.0,87.0,64,62,38,13.0
119843,196.0,185.0,77.0,64,76,55,2.0,76.0,61,70,44,6.0
119844,183.0,185.0,55.0,52,82,61,0.0,62.0,43,70,40,6.0
119845,183.0,196.0,102.0,59,72,56,10.0,79.0,62,85,46,3.0
119846,185.0,193.0,113.0,55,69,44,12.0,117.0,51,70,43,14.0
119847,175.0,190.0,38.0,68,84,50,0.0,48.0,45,59,30,6.0
119848,183.0,180.0,48.0,54,84,40,3.0,67.0,44,63,35,9.0
119849,188.0,175.0,49.0,71,82,42,1.0,50.0,60,56,45,9.0
119850,183.0,190.0,32.0,78,60,57,2.0,25.0,52,61,41,4.0
119851,188.0,180.0,71.0,56,70,41,8.0,61.0,44,66,44,9.0
119852,173.0,190.0,56.0,62,82,38,5.0,63.0,39,60,34,10.0
119853,188.0,180.0,39.0,56,90,47,0.0,36.0,27,40,34,6.0
119854,185.0,201.0,62.0,50,77,54,5.0,53.0,39,61,37,8.0
119855,178.0,183.0,103.0,58,66,55,10.0,70.0,52,81,60,4.0
119856,180.0,175.0,76.0,57,63,50,12.0,77.0,59,67,41,9.0
119857,193.0,190.0,101.0,54,76,54,12.0,95.0,54,73,53,9.0
119858,196.0,183.0,53.0,60,87,47,2.0,58.0,50,68,55,3.0
119859,180.0,190.0,57.0,56,81,56,2.0,62.0,69,67,26,8.0
119860,196.0,185.0,62.0,61,76,54,1.0,55.0,72,70,40,5.0
119861,185.0,188.0,107.0,57,70,46,10.0,121.0,61,64,52,13.0
119862,175.0,185.0,82.0,67,63,74,5.0,83.0,50,69,48,10.0
119864,188.0,183.0,112.0,56,65,51,12.0,94.0,65,64,53,13.0
119865,188.0,173.0,51.0,50,76,52,3.0,42.0,52,50,35,7.0
119866,185.0,178.0,54.0,51,78,53,3.0,62.0,51,50,50,7.0
119867,180.0,193.0,95.0,66,76,56,5.0,86.0,46,75,50,8.0
119868,196.0,180.0,55.0,61,94,76,0.0,67.0,55,81,43,8.0
119869,185.0,196.0,67.0,59,72,59,7.0,59.0,55,78,30,3.0
119870,188.0,175.0,46.0,50,82,52,4.0,57.0,66,55,26,10.0
119871,188.0,188.0,64.0,48,70,57,8.0,71.0,52,59,47,11.0
119872,185.0,180.0,77.0,41,81,55,5.0,79.0,59,59,50,3.0
119873,185.0,196.0,70.0,57,77,60,7.0,50.0,66,69,64,3.0
119874,188.0,188.0,97.0,56,72,54,3.0,115.0,48,64,47,11.0
119875,185.0,185.0,105.0,52,72,48,12.0,78.0,64,70,78,4.0
119876,185.0,188.0,84.0,66,82,64,3.0,99.0,51,74,52,9.0
119877,183.0,190.0,85.0,63,81,45,5.0,100.0,56,85,43,8.0
119878,180.0,175.0,70.0,61,74,37,6.0,63.0,55,60,50,7.0
119879,190.0,173.0,78.0,56,68,67,9.0,74.0,50,64,62,3.0
119880,185.0,183.0,95.0,61,70,59,5.0,141.0,44,73,47,14.0
119881,180.0,188.0,66.0,42,67,60,6.0,61.0,49,76,41,5.0
119882,175.0,180.0,66.0,65,79,47,6.0,51.0,52,70,58,2.0
119883,183.0,188.0,70.0,77,55,93,11.0,58.0,68,57,44,7.0
119884,180.0,180.0,96.0,53,64,64,7.0,118.0,60,67,48,12.0
119885,188.0,188.0,48.0,58,89,80,0.0,67.0,52,71,46,10.0
119886,173.0,183.0,109.0,54,72,52,7.0,118.0,40,75,42,14.0
119887,193.0,193.0,105.0,52,85,48,5.0,103.0,47,77,51,10.0
119888,198.0,193.0,92.0,63,75,52,6.0,79.0,62,79,36,8.0
119889,183.0,178.0,60.0,53,68,71,3.0,64.0,60,66,32,10.0
119890,185.0,173.0,92.0,51,70,55,7.0,115.0,60,56,43,17.0
119891,175.0,180.0,65.0,61,80,64,4.0,54.0,66,63,55,5.0
119892,188.0,193.0,72.0,51,91,51,5.0,96.0,62,70,38,14.0
119893,180.0,183.0,59.0,45,77,50,2.0,46.0,69,56,50,7.0
119894,185.0,190.0,78.0,53,76,55,8.0,63.0,60,65,56,5.0
119895,180.0,175.0,107.0,54,74,57,10.0,93.0,54,78,57,4.0
119896,183.0,180.0,71.0,74,64,50,2.0,77.0,55,69,32,10.0
119897,188.0,173.0,46.0,45,95,64,0.0,51.0,60,74,40,4.0
119898,193.0,198.0,82.0,60,92,31,5.0,74.0,62,82,46,6.0
119899,185.0,183.0,98.0,60,71,41,8.0,77.0,50,69,55,6.0
119900,188.0,175.0,81.0,60,77,50,7.0,68.0,60,65,44,8.0
119901,180.0,185.0,56.0,67,86,50,2.0,60.0,50,76,43,6.0
119902,180.0,183.0,121.0,56,63,35,16.0,103.0,77,56,43,16.0
119903,193.0,188.0,109.0,57,61,45,11.0,85.0,56,62,48,10.0
119904,185.0,188.0,86.0,56,73,51,7.0,103.0,50,63,45,14.0
119905,180.0,180.0,54.0,72,82,60,1.0,54.0,61,78,52,4.0
119906,185.0,193.0,50.0,66,81,70,1.0,53.0,62,72,35,8.0
119907,180.0,185.0,41.0,70,86,41,1.0,46.0,45,61,32,6.0
119908,190.0,173.0,66.0,43,79,62,2.0,59.0,62,67,59,4.0
119909,185.0,190.0,46.0,60,85,66,0.0,42.0,35,86,44,3.0
119910,190.0,190.0,81.0,49,87,68,1.0,103.0,57,83,50,5.0
119911,175.0,180.0,66.0,53,80,45,4.0,49.0,44,54,29,6.0
119912,188.0,178.0,52.0,61,81,60,1.0,73.0,54,62,48,10.0
119913,196.0,178.0,111.0,63,61,63,12.0,116.0,57,64,48,13.0
119914,180.0,180.0,74.0,67,64,58,6.0,64.0,40,84,44,6.0
119915,175.0,183.0,42.0,57,83,55,1.0,44.0,54,58,25,7.0
119916,180.0,188.0,71.0,54,69,56,8.0,82.0,58,64,38,16.0
119917,,180.0,88.0,43,71,50,9.0,73.0,35,65,53,10.0
119918,183.0,178.0,96.0,57,63,53,11.0,85.0,63,72,38,9.0
119919,185.0,183.0,47.0,65,80,62,3.0,67.0,64,55,37,7.0
119920,185.0,183.0,102.0,63,75,54,3.0,108.0,49,69,49,7.0
119921,183.0,193.0,53.0,69,70,68,2.0,57.0,61,65,36,7.0
119922,173.0,190.0,106.0,67,79,50,8.0,122.0,54,85,40,6.0
119923,185.0,190.0,83.0,59,77,50,11.0,80.0,68,72,48,10.0
119924,190.0,185.0,71.0,52,81,67,3.0,83.0,50,73,53,2.0
119925,175.0,190.0,100.0,49,79,56,3.0,84.0,53,77,64,4.0
119926,188.0,196.0,78.0,60,72,58,6.0,56.0,71,70,56,4.0
119927,175.0,180.0,86.0,72,69,45,5.0,78.0,58,73,40,5.0
119928,180.0,,55.0,47,69,62,5.0,41.0,63,50,26,6.0
119929,185.0,183.0,94.0,56,66,58,10.0,81.0,54,56,62,6.0
119930,185.0,183.0,81.0,50,75,50,9.0,74.0,66,67,48,9.0
119931,185.0,173.0,83.0,51,83,52,8.0,99.0,50,57,61,13.0
119932,190.0,175.0,68.0,51,82,54,2.0,89.0,42,63,52,9.0
119933,188.0,175.0,59.0,49,82,46,4.0,68.0,58,47,50,13.0
119934,180.0,185.0,51.0,47,75,55,2.0,53.0,58,61,27,8.0
119935,185.0,185.0,50.0,62,83,47,2.0,66.0,56,56,41,12.0
119936,190.0,188.0,81.0,43,80,52,6.0,71.0,57,68,46,6.0
119937,180.0,185.0,82.0,48,65,64,5.0,81.0,44,75,42,4.0
119938,180.0,190.0,72.0,41,86,61,4.0,79.0,55,79,45,6.0
119939,188.0,190.0,90.0,52,74,60,5.0,101.0,68,75,40,11.0
119940,190.0,175.0,108.0,51,85,51,6.0,110.0,67,67,55,8.0
119941,180.0,185.0,55.0,58,81,78,0.0,72.0,70,70,42,9.0
119942,180.0,188.0,128.0,42,65,58,11.0,119.0,52,77,42,6.0
119943,185.0,188.0,46.0,67,61,60,3.0,42.0,47,45,50,8.0
119944,183.0,185.0,79.0,53,76,59,4.0,90.0,61,72,37,9.0
119945,185.0,175.0,43.0,72,93,50,1.0,39.0,58,52,37,6.0
119946,175.0,185.0,95.0,56,64,51,11.0,52.0,51,59,48,6.0
119947,190.0,183.0,13.0,53,100,83,0.0,14.0,57,62,33,2.0
119948,188.0,180.0,21.0,23,100,75,1.0,25.0,64,68,66,2.0
119949,201.0,180.0,88.0,51,91,51,1.0,95.0,64,68,61,3.0
119950,178.0,190.0,111.0,58,69,54,9.0,95.0,50,75,46,9.0
119951,173.0,193.0,83.0,60,62,66,8.0,68.0,58,75,46,6.0
119952,196.0,185.0,83.0,66,74,60,8.0,85.0,50,81,52,6.0
119953,188.0,170.0,56.0,62,91,47,2.0,57.0,56,71,48,3.0
119954,183.0,190.0,72.0,70,62,66,4.0,85.0,49,69,41,12.0
119955,190.0,188.0,58.0,51,90,64,1.0,70.0,57,77,33,7.0
119956,185.0,190.0,48.0,62,83,72,0.0,45.0,53,66,42,8.0
119957,180.0,185.0,69.0,60,78,48,5.0,59.0,49,65,60,7.0
119958,180.0,190.0,77.0,42,78,54,5.0,91.0,48,75,42,6.0
119959,190.0,185.0,78.0,60,68,58,9.0,86.0,54,55,56,8.0
119960,196.0,183.0,91.0,56,86,50,5.0,121.0,62,69,55,12.0
119961,185.0,183.0,57.0,54,80,53,2.0,62.0,41,80,38,9.0
119962,175.0,185.0,102.0,55,73,53,8.0,95.0,47,82,38,11.0
119963,190.0,180.0,57.0,47,85,50,4.0,71.0,47,58,40,12.0
119964,183.0,188.0,95.0,50,77,46,8.0,111.0,59,69,44,15.0
119965,201.0,188.0,68.0,54,83,58,2.0,78.0,47,83,36,8.0
119966,178.0,188.0,45.0,57,92,68,3.0,56.0,71,70,31,6.0
119967,180.0,173.0,103.0,47,65,51,8.0,113.0,56,56,46,20.0
119968,185.0,196.0,82.0,54,77,56,3.0,76.0,59,80,48,3.0
119969,175.0,188.0,63.0,53,79,62,3.0,75.0,50,76,40,12.0
119970,193.0,183.0,64.0,51,87,58,1.0,71.0,59,76,51,5.0
119971,190.0,185.0,70.0,61,83,51,5.0,76.0,64,75,48,5.0
119972,180.0,180.0,48.0,58,85,60,0.0,63.0,42,81,38,8.0
119973,196.0,190.0,61.0,60,86,41,5.0,62.0,46,75,39,9.0
119974,185.0,175.0,114.0,60,73,51,8.0,114.0,52,75,46,6.0
119975,183.0,190.0,95.0,56,75,63,7.0,91.0,43,77,56,3.0
119976,178.0,201.0,101.0,60,73,52,6.0,97.0,53,78,51,6.0
119977,180.0,185.0,52.0,42,95,63,0.0,69.0,55,81,32,6.0
119978,193.0,175.0,71.0,50,83,42,11.0,65.0,49,71,39,4.0
119979,190.0,180.0,48.0,60,86,78,0.0,74.0,48,63,52,8.0
119980,196.0,185.0,93.0,61,84,50,4.0,94.0,54,82,51,5.0
119981,183.0,178.0,139.0,60,70,49,21.0,137.0,59,71,40,15.0
119982,193.0,180.0,82.0,51,66,52,13.0,62.0,53,63,44,7.0
119983,196.0,190.0,83.0,44,78,67,0.0,93.0,63,76,52,1.0
119984,193.0,183.0,40.0,37,86,64,1.0,49.0,59,58,25,7.0
119985,193.0,196.0,157.0,53,85,53,8.0,161.0,57,87,55,2.0
119986,178.0,193.0,62.0,46,75,63,4.0,82.0,51,61,52,8.0
119987,193.0,188.0,41.0,56,91,66,2.0,42.0,54,56,31,4.0
119988,180.0,190.0,132.0,54,72,51,11.0,126.0,70,62,54,9.0
119989,196.0,175.0,46.0,52,91,68,0.0,54.0,74,57,42,4.0
119990,201.0,180.0,77.0,49,86,43,4.0,95.0,52,66,51,12.0
119991,190.0,175.0,71.0,61,27,40,15.0,72.0,55,15,37,17.0
119992,183.0,190.0,71.0,60,79,57,2.0,88.0,53,70,56,13.0
119993,185.0,190.0,53.0,64,70,63,2.0,32.0,62,90,41,1.0
119994,185.0,183.0,95.0,55,79,50,3.0,129.0,50,69,45,16.0
119995,173.0,180.0,99.0,51,66,50,10.0,88.0,43,73,46,9.0
119996,183.0,175.0,84.0,59,80,44,10.0,79.0,49,69,37,9.0
119997,180.0,183.0,103.0,50,94,37,3.0,113.0,62,66,59,6.0
119998,175.0,190.0,104.0,65,75,50,4.0,106.0,49,59,62,7.0
119999,193.0,185.0,99.0,65,75,55,8.0,94.0,57,81,45,3.0
120000,175.0,188.0,63.0,46,72,64,5.0,61.0,62,60,47,7.0
120001,185.0,175.0,51.0,54,85,73,0.0,57.0,43,72,50,5.0
120002,193.0,178.0,56.0,55,80,52,4.0,60.0,51,67,37,8.0
120003,193.0,180.0,44.0,77,85,70,0.0,49.0,65,59,58,6.0
120004,185.0,180.0,41.0,56,78,66,2.0,53.0,60,50,42,9.0
120005,180.0,196.0,63.0,50,87,64,3.0,83.0,54,66,52,8.0
120007,193.0,190.0,63.0,74,63,68,8.0,56.0,50,64,42,6.0
120008,183.0,183.0,88.0,60,79,60,3.0,98.0,48,72,50,13.0
120009,190.0,185.0,61.0,34,76,62,5.0,79.0,58,65,42,9.0
120010,185.0,190.0,61.0,59,80,56,6.0,50.0,50,76,48,6.0
120011,196.0,173.0,45.0,53,91,66,0.0,61.0,50,67,43,6.0
120012,183.0,185.0,58.0,56,78,76,1.0,71.0,63,73,34,8.0
120013,180.0,180.0,50.0,60,86,35,3.0,61.0,40,68,36,12.0
120014,175.0,180.0,94.0,57,61,47,10.0,81.0,53,74,28,12.0
120015,193.0,183.0,71.0,60,86,57,1.0,80.0,55,77,50,4.0
120016,175.0,188.0,36.0,75,77,66,1.0,38.0,47,50,25,6.0
120017,190.0,185.0,90.0,50,84,53,9.0,86.0,51,81,47,8.0
120018,193.0,193.0,62.0,61,84,58,3.0,62.0,59,75,52,3.0
120019,180.0,185.0,83.0,60,72,54,7.0,105.0,45,79,36,14.0
120020,193.0,188.0,78.0,55,76,57,3.0,99.0,57,70,47,13.0
120021,190.0,183.0,78.0,50,87,46,4.0,67.0,56,68,58,6.0
120023,183.0,180.0,51.0,60,90,70,0.0,53.0,58,80,50,4.0
120024,175.0,193.0,55.0,60,75,68,1.0,80.0,68,65,28,17.0
120025,175.0,190.0,65.0,52,91,67,0.0,75.0,48,88,48,4.0
120026,180.0,193.0,56.0,60,88,59,0.0,62.0,48,70,59,4.0
120027,190.0,193.0,82.0,65,70,46,6.0,84.0,66,58,39,12.0
120028,185.0,183.0,61.0,57,68,57,3.0,48.0,56,59,38,7.0
120029,175.0,175.0,79.0,45,69,41,8.0,81.0,59,56,51,9.0
120030,180.0,190.0,94.0,45,83,60,4.0,90.0,47,79,55,6.0
120031,185.0,175.0,45.0,60,77,72,3.0,68.0,47,53,47,10.0
120032,185.0,180.0,194.0,51,69,55,20.0,170.0,49,76,46,14.0
120033,190.0,188.0,61.0,50,77,50,6.0,52.0,53,53,41,5.0
120034,180.0,190.0,125.0,67,72,56,5.0,124.0,62,71,61,6.0
120035,188.0,170.0,79.0,40,65,46,6.0,76.0,52,42,50,14.0
120036,188.0,183.0,58.0,53,77,55,3.0,51.0,33,88,35,8.0
120037,180.0,173.0,64.0,67,69,52,1.0,53.0,49,76,37,5.0
120038,190.0,175.0,85.0,48,75,45,9.0,98.0,43,69,32,13.0
120039,180.0,,55.0,58,84,39,1.0,51.0,66,52,29,9.0
120040,188.0,175.0,62.0,46,86,51,7.0,75.0,56,69,30,14.0
120041,185.0,173.0,117.0,67,74,47,8.0,128.0,55,66,54,13.0
